subject,sessionIndex,rep,DD.period.t,UU.period.t,DD.t.i,UU.t.i,DD.i.e,UU.i.e,DD.e.five,UU.e.five,DD.five.Shift.r,UU.five.Shift.r,DD.Shift.r.o,UU.Shift.r.o,DD.o.a,UU.o.a,DD.a.n,UU.a.n,DD.n.l,UU.n.l,DD.l.Return,UU.l.Return
s002,3,28,0.1433,0.1370,0.1672,0.1453,0.1299,0.1494,0.4851,0.5051,0.3814,0.3651,0.1276,0.1181,0.1791,0.2071,0.0835,0.0441,0.2689,0.3077,0.2730,0.2479
s002,3,29,0.1179,0.1203,0.1880,0.1746,0.0423,0.0599,0.6782,0.6811,0.3923,0.4106,0.1323,0.1085,0.1822,0.2260,0.1270,0.0792,0.2117,0.2281,0.2520,0.2406
s002,3,30,0.1274,0.1295,0.1927,0.1603,0.1117,0.1420,0.4132,0.4122,0.4672,0.4806,0.1932,0.1745,0.1426,0.1674,0.1545,0.1147,0.2051,0.2180,0.2414,0.2322
s002,3,31,0.1353,0.1321,0.1576,0.1487,0.1210,0.1387,0.4954,0.5038,0.4274,0.4140,0.1722,0.1758,0.1429,0.1685,0.0776,0.0589,0.2067,0.2017,0.2200,0.2097
s002,3,32,0.1032,0.1130,0.1875,0.1542,0.0969,0.1040,0.4275,0.4494,0.4046,0.4023,0.1086,0.0911,0.1832,0.2237,0.1043,0.0531,0.1861,0.2032,0.2021,0.2076
s002,3,33,0.1992,0.1873,0.1645,0.1410,0.1278,0.1479,0.6017,0.5945,0.3651,0.3583,0.2458,0.2500,0.1358,0.1653,0.1352,0.1020,0.2014,0.2130,0.2208,0.2071
s002,3,34,0.1498,0.1248,0.1513,0.1407,0.0893,0.1183,0.3992,0.3940,0.8934,0.9095,0.2545,0.2315,0.1308,0.1604,0.1226,0.0745,0.1602,0.1864,0.2467,0.2290
s002,3,35,0.1179,0.1065,0.1560,0.1452,0.0942,0.1103,0.4206,0.4396,0.3864,0.3973,0.1622,0.1329,0.1838,0.2297,0.1193,0.0885,0.2300,0.2254,0.2482,0.2099
s002,3,36,0.1253,0.1203,0.2138,0.1797,0.0810,0.1388,0.5935,0.5603,0.3754,0.3710,0.1406,0.1400,0.1661,0.1976,0.1091,0.0375,0.1463,0.2019,0.2229,0.2005
s002,3,37,0.1482,0.1633,0.2635,0.2640,0.1233,0.1344,0.9131,0.8901,0.3674,0.3809,0.1629,0.1687,0.1569,0.1738,0.1114,0.0724,0.1875,0.2238,0.2801,0.2691
s002,3,38,0.1284,0.1113,0.2223,0.2252,0.1666,0.1774,0.3929,0.3911,0.4324,0.4681,0.3240,0.2801,0.1878,0.2039,0.1613,0.1323,0.1951,0.2130,0.2205,0.2092
s002,3,39,0.2377,0.1852,0.1758,0.1584,0.1331,0.1661,0.4574,0.4542,0.4042,0.4059,0.1688,0.1555,0.1360,0.1749,0.1017,0.0568,0.1930,0.2035,0.2166,0.1965
s002,3,40,0.1214,0.1177,0.1930,0.1745,0.1122,0.1373,0.5935,0.5789,0.4947,0.5170,0.2171,0.2131,0.1429,0.1658,0.1421,0.0936,0.1885,0.2035,0.2158,0.2063
s002,3,41,0.2029,0.2457,0.2196,0.1813,0.2995,0.3233,0.6294,0.6067,0.3630,0.3807,0.2307,0.2338,0.1806,0.1862,0.1144,0.0880,0.1916,0.2069,0.2702,0.2781
s002,3,42,0.1757,0.1548,0.1903,0.1795,0.1082,0.1267,0.3890,0.3961,0.4218,0.4245,0.1788,0.1608,0.1339,0.1727,0.1032,0.0489,0.1711,0.1919,0.2116,0.1942
s002,3,43,0.1269,0.1185,0.2059,0.1864,0.1270,0.1626,0.4365,0.4439,0.4376,0.4326,0.1914,0.1684,0.1402,0.1728,0.1149,0.0745,0.1688,0.1858,0.2263,0.1926
s002,3,44,0.1649,0.1459,0.1851,0.1695,0.1046,0.1334,0.4418,0.4457,0.4266,0.4222,0.1772,0.1755,0.1518,0.1661,0.1101,0.0740,0.1832,0.2048,0.2419,0.2234
s002,3,45,0.1659,0.1564,0.2238,0.1966,0.1549,0.1850,0.5246,0.5310,0.4039,0.4103,0.2063,0.2170,0.2007,0.1880,0.1407,0.1136,0.2096,0.2199,0.2322,0.2290
s002,3,46,0.1700,0.1763,0.2529,0.2442,0.1869,0.1879,0.5288,0.5267,0.3427,0.3628,0.1745,0.1692,0.1564,0.1625,0.0681,0.0528,0.2027,0.2085,0.2266,0.2268
s002,3,47,0.1364,0.1129,0.1740,0.1634,0.1122,0.1325,0.3491,0.3571,0.4000,0.4126,0.2090,0.1826,0.1487,0.1714,0.0990,0.0639,0.1837,0.1909,0.2087,0.1936
s002,3,48,0.1536,0.1451,0.1399,0.1186,0.1373,0.1621,0.3867,0.3956,0.4551,0.4729,0.2532,0.2317,0.2231,0.2559,0.1434,0.0903,0.1919,0.2128,0.2575,0.2424
s002,3,49,0.1456,0.1316,0.2066,0.2246,0.1793,0.1764,0.5283,0.5235,0.3922,0.4060,0.2017,0.1927,0.1466,0.1648,0.0998,0.0568,0.1895,0.2056,0.2285,0.2224
s002,3,50,0.1345,0.1198,0.1650,0.1576,0.1326,0.1487,0.3956,0.3866,0.4321,0.4575,0.2049,0.1813,0.1560,0.1828,0.1009,0.0737,0.1896,0.1951,0.2132,0.2005
s002,4,1,0.1937,0.1457,0.0859,0.0972,0.1017,0.0909,0.4745,0.4864,0.3483,0.3765,0.1935,0.1645,0.1332,0.1454,0.0885,0.0945,0.1916,0.1813,0.2203,0.1878
s002,4,2,0.1622,0.1337,0.1230,0.1251,0.1264,0.1264,0.3953,0.4101,0.3999,0.4158,0.2513,0.2286,0.1353,0.1606,0.1035,0.0840,0.1893,0.1808,0.2034,0.1850
s002,4,3,0.1622,0.1546,0.1294,0.1035,0.1309,0.1578,0.4175,0.4072,0.3822,0.4042,0.1703,0.1489,0.1234,0.1358,0.0819,0.0618,0.1671,0.1671,0.2097,0.2063
s002,4,4,0.1580,0.1256,0.1157,0.1019,0.1449,0.1642,0.4779,0.4639,0.3608,0.3846,0.1495,0.1379,0.1622,0.1780,0.0473,0.0288,0.1961,0.1914,0.2111,0.1929
s002,4,5,0.1319,0.1108,0.1397,0.1181,0.0962,0.1183,0.4222,0.4233,0.4200,0.4488,0.2252,0.2032,0.1323,0.1448,0.0877,0.0842,0.2027,0.1842,0.2062,0.1907
s002,4,6,0.1372,0.1187,0.1141,0.1049,0.1194,0.1291,0.4462,0.4444,0.3411,0.3588,0.1434,0.1159,0.1387,0.1852,0.0336,-0.0013,0.2191,0.2321,0.2557,0.2353
s002,4,7,0.1607,0.1399,0.1186,0.0964,0.1215,0.1429,0.4154,0.4201,0.4102,0.4308,0.2323,0.2112,0.1659,0.1693,0.0338,0.0410,0.2706,0.2816,0.2638,0.2216
s002,4,8,0.1971,0.1652,0.1099,0.1099,0.1452,0.1568,0.5880,0.5930,0.5678,0.5694,0.2326,0.2463,0.1835,0.1514,0.0117,0.0072,0.2247,0.2531,0.2907,0.2775
s002,4,9,0.1496,0.1140,0.0834,0.1053,0.1151,0.1061,0.3356,0.3425,0.3664,0.3688,0.1550,0.1645,0.1960,0.2361,0.1386,0.1265,0.2692,0.2480,0.2532,0.2126
s002,4,10,0.1179,0.1084,0.1528,0.1594,0.1138,0.1276,0.4838,0.4561,0.3461,0.3759,0.1906,0.1787,0.1479,0.1492,0.1101,0.1083,0.1755,0.1868,0.2949,0.2962
s002,4,11,0.1309,0.0932,0.1413,0.1394,0.1180,0.1338,0.6241,0.6284,0.3907,0.3968,0.2384,0.2328,0.1627,0.1683,0.0724,0.0600,0.1846,0.1943,0.2103,0.1842
s002,4,12,0.1720,0.1453,0.1087,0.1111,0.1106,0.1156,0.4066,0.4169,0.4395,0.4588,0.1848,0.1756,0.1577,0.1518,0.0565,0.0684,0.2589,0.2610,0.2582,0.2113
s002,4,13,0.0907,0.0957,0.1586,0.1502,0.0930,0.1152,0.4371,0.4437,0.4134,0.4139,0.1383,0.1333,0.1946,0.2142,0.0579,0.0605,0.2447,0.2241,0.2295,0.2089
s002,4,14,0.1094,0.0849,0.1671,0.1396,0.0679,0.0777,0.5690,0.5840,0.3830,0.4144,0.1418,0.1365,0.1930,0.1717,0.1878,0.1817,0.2088,0.2077,0.2047,0.2108
s002,4,15,0.1153,0.1000,0.1243,0.1082,0.1169,0.1336,0.4321,0.4302,0.3281,0.3598,0.1297,0.1376,0.2131,0.2252,0.1732,0.1384,0.2299,0.2341,0.2226,0.1965
s002,4,16,0.1216,0.0952,0.1732,0.1566,0.0903,0.1140,0.5048,0.4832,0.3147,0.3553,0.1513,0.1416,0.1844,0.1815,0.1331,0.1098,0.2079,0.2161,0.2261,0.2295
s002,4,17,0.1140,0.1045,0.1835,0.1634,0.0879,0.1111,0.4594,0.4344,0.3493,0.3941,0.1623,0.1468,0.1667,0.1867,0.1386,0.1096,0.2003,0.1979,0.2189,0.2015
s002,4,18,0.0714,0.0746,0.2537,0.2584,0.1040,0.1241,0.4568,0.4196,0.3989,0.4276,0.2383,0.2391,0.1743,0.1799,0.1498,0.1326,0.2090,0.2048,0.1936,0.1899
s002,4,19,0.1623,0.1438,0.1136,0.1141,0.1291,0.1420,0.3900,0.3842,0.3365,0.3693,0.1701,0.1484,0.1708,0.1997,0.1141,0.0779,0.2125,0.2122,0.2385,0.2313
s002,4,20,0.1598,0.1329,0.1478,0.1309,0.1322,0.1642,0.4941,0.4730,0.3247,0.3576,0.1884,0.1768,0.1299,0.1276,0.0961,0.0848,0.2015,0.2093,0.2110,0.1986
s002,4,21,0.0733,0.0712,0.1837,0.1560,0.0748,0.1109,0.3982,0.3898,0.4205,0.4390,0.1943,0.1774,0.1345,0.1625,0.1101,0.0848,0.1957,0.2056,0.2313,0.1952
s002,4,22,0.0968,0.1011,0.1927,0.1731,0.1032,0.1278,0.5001,0.4755,0.3065,0.3290,0.2036,0.1938,0.1334,0.1442,0.1035,0.0832,0.1863,0.1852,0.1994,0.1950
s002,4,23,0.1219,0.0831,0.1447,0.1339,0.1088,0.1359,0.3847,0.4061,0.5492,0.5429,0.2410,0.2299,0.1595,0.1746,0.1138,0.0890,0.1914,0.1779,0.2079,0.1973
s002,4,24,0.1126,0.0878,0.1481,0.1310,0.0727,0.0938,0.3138,0.3185,0.3485,0.3549,0.1511,0.1426,0.1637,0.1698,0.0457,0.0465,0.1919,0.1705,0.1778,0.1591
s002,4,25,0.0664,0.0804,0.1764,0.1365,0.0808,0.1138,0.3280,0.3285,0.4184,0.4227,0.1479,0.1410,0.1606,0.1862,0.1748,0.1426,0.2222,0.2407,0.2356,0.1984
s002,4,26,0.1053,0.0913,0.1465,0.1304,0.0428,0.0771,0.4784,0.4715,0.3429,0.3596,0.1384,0.1175,0.1410,0.1748,0.1022,0.0692,0.2043,0.2157,0.2404,0.2232
s002,4,27,0.1034,0.0934,0.1452,0.1246,0.0861,0.1191,0.3856,0.3729,0.3184,0.3393,0.1347,0.1236,0.1458,0.1690,0.0708,0.0499,0.5845,0.6302,0.3316,0.2984
s002,4,28,0.0823,0.0915,0.2080,0.1542,0.0536,0.0953,0.4938,0.4692,0.3906,0.4117,0.1938,0.1904,0.1408,0.1690,0.1273,0.0883,0.2051,0.2235,0.2282,0.1995
s002,4,29,0.1942,0.1752,0.1431,0.1196,0.1328,0.1576,0.5019,0.4948,0.3181,0.3352,0.1510,0.1434,0.1297,0.1448,0.0758,0.0579,0.2091,0.2354,0.2509,0.2060
s002,4,30,0.1089,0.0838,0.1542,0.1331,0.0687,0.1056,0.5755,0.5510,0.3583,0.4061,0.1545,0.1286,0.1355,0.1653,0.1523,0.1117,0.2122,0.2246,0.2287,0.2060
s002,4,31,0.0857,0.0733,0.2017,0.1742,0.0885,0.1278,0.4977,0.4719,0.3759,0.3949,0.1497,0.1418,0.1432,0.1661,0.1405,0.1136,0.2082,0.2248,0.2208,0.1960
s002,4,32,0.0949,0.0738,0.1719,0.1390,0.0613,0.1072,0.4440,0.4170,0.3480,0.3644,0.1276,0.1199,0.1543,0.1796,0.1191,0.0896,0.1969,0.2101,0.2293,0.1997
s002,4,33,0.1011,0.1826,0.2143,0.1222,0.0737,0.1106,0.6341,0.6093,0.3611,0.3850,0.1411,0.1267,0.1170,0.1471,0.1215,0.0872,0.1847,0.2169,0.2474,0.2303
s002,4,34,0.1298,0.1147,0.1679,0.1429,0.1020,0.1371,0.3510,0.3486,0.3804,0.3701,0.1856,0.1861,0.1408,0.1548,0.1281,0.1009,0.1929,0.2003,0.2150,0.1865
s002,4,35,0.1005,0.1335,0.1655,0.1372,0.0821,0.1133,0.3331,0.3349,0.3355,0.3598,0.1626,0.1444,0.1384,0.1508,0.1170,0.0991,0.2043,0.2066,0.2261,0.1865
s002,4,36,0.1148,0.1174,0.1715,0.1330,0.0993,0.1376,0.3386,0.3296,0.4060,0.4074,0.1693,0.1584,0.1439,0.1740,0.1167,0.0871,0.2029,0.2085,0.2237,0.1962
s002,4,37,0.1752,0.1565,0.1426,0.1265,0.1223,0.1542,0.3046,0.2980,0.4004,0.4171,0.1770,0.1418,0.1872,0.2141,0.1048,0.0729,0.1782,0.1914,0.2103,0.1997
s002,4,38,0.1401,0.1361,0.1354,0.1098,0.1299,0.1516,0.3996,0.3977,0.3514,0.3614,0.1233,0.1165,0.1477,0.1707,0.0581,0.0354,0.2020,0.1917,0.2121,0.2158
s002,4,39,0.1256,0.1063,0.1555,0.1291,0.1169,0.1436,0.4267,0.4146,0.4303,0.4696,0.1777,0.1426,0.1260,0.1308,0.0877,0.0740,0.1783,0.1896,0.2011,0.2050
s002,4,40,0.1435,0.1182,0.1431,0.1280,0.1692,0.1922,0.4196,0.3982,0.3833,0.4166,0.1297,0.1035,0.1872,0.2144,0.1299,0.1032,0.2090,0.2090,0.2189,0.2263
s002,4,41,0.1284,0.1005,0.1614,0.1273,0.1001,0.1386,0.3080,0.2956,0.3627,0.3883,0.1489,0.1170,0.1398,0.1683,0.1519,0.1128,0.1903,0.2030,0.1952,0.1841
s002,4,42,0.1974,0.1934,0.1349,0.0972,0.1357,0.1687,0.4764,0.4634,0.3033,0.3419,0.1378,0.0992,0.1384,0.1849,0.0874,0.0407,0.1842,0.1939,0.1859,0.1788
s002,4,43,0.1306,0.0952,0.1333,0.1257,0.1112,0.1291,0.2752,0.2699,0.4141,0.4445,0.2363,0.2102,0.1619,0.1869,0.1294,0.0862,0.1771,0.1895,0.2124,0.2002
s002,4,44,0.1607,0.1567,0.1375,0.1230,0.1164,0.1465,0.2721,0.2547,0.3588,0.3918,0.1658,0.1317,0.1519,0.1791,0.1302,0.1054,0.2017,0.2231,0.2557,0.2145
s002,4,45,0.1378,0.1098,0.1534,0.1386,0.1046,0.1405,0.2439,0.2323,0.4345,0.4445,0.8118,0.7854,0.1558,0.1999,0.0927,0.0510,0.1874,0.1903,0.2190,0.2098
s002,4,46,0.1422,0.1317,0.1397,0.1106,0.1431,0.1724,0.3494,0.3336,0.3675,0.3744,0.1577,0.1518,0.1223,0.1540,0.0974,0.0634,0.1922,0.1948,0.2007,0.1907
s002,4,47,0.1259,0.1058,0.1515,0.1420,0.1017,0.1165,0.2333,0.2209,0.8780,0.9202,0.2555,0.1964,0.1366,0.1751,0.1175,0.0906,0.1745,0.1708,0.1997,0.1973
s002,4,48,0.1346,0.1180,0.1397,0.1288,0.1336,0.1542,0.2496,0.2285,0.8779,0.9041,0.1542,0.1288,0.1561,0.1844,0.0930,0.0763,0.2061,0.2130,0.2153,0.1968
s002,4,49,0.1465,0.1082,0.1391,0.1296,0.1122,0.1254,0.2241,0.2122,0.6899,0.7251,0.2305,0.2133,0.1405,0.1582,0.0816,0.0452,0.1716,0.1979,0.1981,0.1855
s002,4,50,0.1459,0.1160,0.1404,0.1272,0.1235,0.1523,0.2621,0.2484,0.4604,0.5158,0.2296,0.1750,0.1859,0.2030,0.1080,0.1207,0.2391,0.2040,0.2480,0.2636
s002,5,1,0.1820,0.1570,0.0917,0.0914,0.1070,0.1162,0.4209,0.4188,0.3229,0.3607,0.1814,0.1333,0.0788,0.1147,0.1167,0.0811,0.1629,0.1642,0.1865,0.1749
s002,5,2,0.1514,0.1279,0.1130,0.1075,0.1114,0.1285,0.3386,0.3481,0.3228,0.3237,0.1637,0.1496,0.0927,0.1350,0.0919,0.0426,0.1555,0.1615,0.1907,0.1598
s002,5,3,0.1198,0.1103,0.1231,0.1085,0.1159,0.1410,0.4526,0.3980,1.1874,1.2573,0.1444,0.1112,0.1041,0.1395,0.0455,0.0130,0.1587,0.1452,0.1651,0.1530
s002,5,4,0.1282,0.1319,0.1083,0.0846,0.1175,0.1322,0.3161,0.3235,0.3160,0.3614,0.1737,0.1257,0.1062,0.1332,0.0600,0.0423,0.1748,0.1536,0.1831,0.1456
s002,5,5,0.1438,0.1430,0.1117,0.0970,0.0975,0.1059,0.3434,0.3569,0.3150,0.3411,0.1917,0.1479,0.0994,0.1567,0.0703,0.0249,0.1774,0.1678,0.1931,0.1652
s002,5,6,0.1391,0.1282,0.1219,0.0971,0.1027,0.1194,0.4547,0.4457,0.3353,0.3643,0.1476,0.1128,0.1334,0.1664,0.0565,0.0207,0.1659,0.1626,0.1754,0.1738
s002,5,7,0.1524,0.1390,0.1157,0.0951,0.1019,0.1249,0.3998,0.3963,0.3392,0.3612,0.1767,0.1500,0.1099,0.1360,0.0858,0.0557,0.1686,0.1742,0.1876,0.1651
s002,5,8,0.1427,0.1229,0.1167,0.0998,0.1328,0.1510,0.2755,0.2848,0.3559,0.3928,0.1705,0.1251,0.1321,0.1649,0.0444,0.0048,0.1835,0.1758,0.1688,0.1527
s002,5,9,0.1290,0.0971,0.1312,0.1096,0.1215,0.1344,0.4040,0.3998,0.3353,0.3786,0.1434,0.1096,0.1582,0.1857,0.0251,-0.0277,0.2075,0.2489,0.2089,0.1788
s002,5,10,0.1797,0.1506,0.0570,0.0639,0.1441,0.1565,0.3871,0.3792,0.3369,0.3609,0.1566,0.1381,0.1693,0.1839,0.0154,0.0315,0.2043,0.1982,0.2116,0.1670
s002,5,11,0.1029,0.1042,0.1438,0.1135,0.0964,0.1212,0.2787,0.2816,0.3962,0.4078,0.1763,0.1544,0.1117,0.1461,0.0674,0.0391,0.1687,0.1700,0.1767,0.1638
s002,5,12,0.2143,0.2190,0.1259,0.1051,0.1144,0.1331,0.7579,0.7545,0.3398,0.3907,0.2056,0.1937,0.2041,0.1846,0.0473,0.0581,0.2378,0.2175,0.2153,0.2156
s002,5,13,0.3504,0.3866,0.1344,0.1209,0.1215,0.1315,0.3573,0.3774,0.4063,0.4111,0.1571,0.1394,0.1564,0.1673,0.0265,0.0048,0.1840,0.1747,0.2034,0.2052
s002,5,14,0.1089,0.1086,0.1037,0.0927,0.0975,0.1054,0.2112,0.2199,0.4434,0.4659,0.1751,0.1523,0.1431,0.1506,0.0188,-0.0061,0.1856,0.1890,0.2218,0.2200
s002,5,15,0.1593,0.1411,0.1064,0.0993,0.0898,0.1069,0.5893,0.5822,0.3398,0.3789,0.1555,0.1161,0.1529,0.1781,0.0592,0.0935,0.2350,0.1819,0.1910,0.1743
s002,5,16,0.0852,0.1061,0.1516,0.1273,0.0729,0.1059,0.4766,0.4552,0.3321,0.3570,0.1881,0.1613,0.1481,0.1785,0.0507,0.0328,0.1856,0.1898,0.1966,0.1805
s002,5,17,0.1151,0.1016,0.1257,0.1043,0.0892,0.1117,0.2700,0.2795,0.6561,0.6633,0.1358,0.1246,0.1284,0.1472,0.0674,0.0365,0.1909,0.1985,0.2134,0.1965
s002,5,18,0.1522,0.1509,0.1465,0.1246,0.1581,0.1631,0.5383,0.5323,0.3754,0.3987,0.1348,0.1001,0.1524,0.1537,0.0478,0.0655,0.2111,0.1911,0.1662,0.1691
s002,5,19,0.0572,0.0730,0.1829,0.1473,0.0404,0.0784,0.4843,0.4550,0.4062,0.4509,0.2116,0.1619,0.1363,0.1653,0.1167,0.0956,0.1842,0.1697,0.1847,0.1965
s002,5,20,0.0540,0.0833,0.1975,0.1627,0.0581,0.0758,0.2957,0.3112,0.5366,0.5469,0.1618,0.1330,0.1693,0.2151,0.0357,-0.0222,0.7472,0.7889,0.2316,0.1933
s002,5,21,0.1129,0.1114,0.1331,0.1075,0.0787,0.1016,0.5064,0.4967,0.3298,0.3712,0.1684,0.1602,0.1922,0.2004,0.1281,0.1009,0.1998,0.2098,0.2297,0.1952
s002,5,22,0.1196,0.0837,0.1276,0.1270,0.0744,0.0794,0.2232,0.2470,0.3942,0.4167,0.2442,0.2325,0.2851,0.2798,0.1415,0.1178,0.1829,0.1863,0.1915,0.1815
s002,5,23,0.1121,0.1129,0.1405,0.1144,0.0819,0.1191,0.2186,0.2170,0.4395,0.4635,0.1930,0.1666,0.1368,0.1524,0.0898,0.0660,0.1889,0.1818,0.2087,0.2084
s002,5,24,0.1279,0.1295,0.1035,0.0951,0.0985,0.1183,0.2244,0.2265,0.6485,0.6794,0.1313,0.1188,0.1574,0.1445,0.0367,0.0418,0.2165,0.2064,0.3074,0.3317
s002,5,25,0.1480,0.1509,0.1233,0.0979,0.1402,0.1648,0.3964,0.3985,0.3582,0.3804,0.1471,0.1320,0.1830,0.1907,0.0069,-0.0032,0.6249,0.6299,0.2221,0.2082
s002,5,26,0.1369,0.1132,0.1291,0.1127,0.0578,0.0919,0.4452,0.4333,0.3727,0.3888,0.1544,0.1293,0.1793,0.2107,0.2012,0.1690,0.2137,0.2193,0.6953,0.7201
s002,5,27,0.1378,0.1314,0.1096,0.0983,0.1136,0.1255,0.3529,0.3660,0.3650,0.3833,0.1236,0.1096,0.1693,0.1965,0.0964,0.0629,0.1919,0.1842,0.1984,0.1731
s002,5,28,0.1077,0.1032,0.1344,0.1309,0.0758,0.0867,0.2191,0.2299,0.6979,0.7175,0.1371,0.1254,0.1498,0.1633,0.1806,0.1521,0.2054,0.2017,0.1863,0.1973
s002,5,29,0.1322,0.1058,0.1217,0.1238,0.0837,0.0969,0.3782,0.3874,0.3455,0.3374,0.1067,0.0964,0.1838,0.2041,0.1547,0.1254,0.1924,0.2008,0.1767,0.1802
s002,5,30,0.1704,0.1670,0.0882,0.0839,0.4671,0.4898,0.5309,0.5106,0.4680,0.5153,0.1513,0.1014,0.1099,0.1616,0.0890,0.0436,0.1821,0.1729,0.2055,0.2155
s002,5,31,0.1507,0.1525,0.1241,0.0935,0.1048,0.1346,0.3671,0.3645,0.3598,0.3823,0.1096,0.0797,0.1569,0.1865,0.0858,0.0547,0.1711,0.1663,0.1870,0.1838
s002,5,32,0.1216,0.1061,0.1402,0.1317,0.0927,0.1007,0.5627,0.5698,0.3374,0.3557,0.1014,0.0700,0.1723,0.2133,0.1259,0.0766,0.2088,0.2275,0.2194,0.2113
s002,5,33,0.0957,0.0973,0.1637,0.1439,0.0483,0.0639,0.2199,0.2360,0.4480,0.4795,0.2266,0.1727,0.1076,0.1453,0.1471,0.1007,0.1782,0.1903,0.2055,0.1957
s002,5,34,0.1562,0.1531,0.1202,0.0988,0.1312,0.1581,0.6555,0.6666,0.5136,0.5464,0.2308,0.1856,0.1274,0.1546,0.1395,0.0898,0.1858,0.2056,0.3469,0.3242
s002,5,35,0.1530,0.1504,0.1320,0.1225,0.1186,0.1381,0.4758,0.4518,0.3403,0.3905,0.1289,0.1262,0.1696,0.1582,0.1178,0.0925,0.1937,0.1908,0.2190,0.2158
s002,5,36,0.1153,0.1037,0.1563,0.1429,0.0737,0.1003,0.4565,0.4251,0.3627,0.4250,0.1632,0.1159,0.1513,0.1764,0.1165,0.0833,0.2022,0.2103,0.2617,0.2689
s002,5,37,0.1396,0.1209,0.1423,0.1249,0.0835,0.1077,0.4713,0.4695,0.3168,0.3495,0.1637,0.1336,0.1550,0.1839,0.0922,0.0571,0.2105,0.2175,0.2182,0.2013
s002,5,38,0.1021,0.0899,0.1687,0.1484,0.0853,0.0942,0.2470,0.2658,0.4121,0.4195,0.2149,0.1771,0.1291,0.1994,0.1054,0.0426,0.1883,0.1946,0.2245,0.2131
s002,5,39,0.1058,0.0929,0.1835,0.1661,0.0589,0.0789,0.4507,0.4660,0.3442,0.3695,0.1568,0.1249,0.1574,0.1590,0.1152,0.1023,0.1848,0.1958,0.1957,0.1715
s002,5,40,0.1085,0.1509,0.1631,0.1196,0.1141,0.1466,0.2922,0.3027,0.4218,0.4419,0.1534,0.0990,0.1389,0.1716,0.1069,0.0613,0.1777,0.1938,0.2177,0.1989
s002,5,41,0.1306,0.1382,0.1307,0.1128,0.1352,0.1587,0.3795,0.3813,0.3318,0.3361,0.1310,0.1056,0.1281,0.1698,0.0784,0.0399,0.1848,0.1982,0.1994,0.1583
s002,5,42,0.2221,0.2227,0.1378,0.1135,0.1584,0.1872,0.2822,0.2774,0.3830,0.4157,0.1460,0.1080,0.1460,0.1738,0.1133,0.0750,0.1737,0.1819,0.2100,0.1902
s002,5,43,0.1981,0.1836,0.1492,0.1299,0.0695,0.0827,0.5112,0.5202,0.3229,0.3839,0.1616,0.0871,0.1489,0.1946,0.0668,0.0249,0.1830,0.1866,0.1960,0.1989
s002,5,44,0.0736,0.0672,0.1967,0.1749,0.0204,0.0412,0.4938,0.4985,0.3986,0.4191,0.1116,0.0905,0.1481,0.1762,0.0761,0.0325,0.1740,0.1740,0.1865,0.1786
s002,5,45,0.1185,0.1259,0.1484,0.1273,0.0759,0.1044,0.2669,0.2344,0.6846,0.7453,0.1304,0.0987,0.1740,0.1922,0.1265,0.0920,0.1798,0.1945,0.2023,0.1934
s002,5,46,0.0973,0.1303,0.4157,0.4075,0.1824,0.1985,0.3462,0.3064,0.9368,1.0065,0.2255,0.1962,0.1569,0.1677,0.1072,0.0658,0.1740,0.1935,0.1947,0.1913
s002,5,47,0.1300,0.1131,0.1444,0.1371,0.0927,0.1048,0.2304,0.2507,0.3669,0.3772,0.1734,0.1578,0.1611,0.1585,0.0560,0.0502,0.2346,0.2243,0.2646,0.2585
s002,5,48,0.1090,0.0952,0.1541,0.1343,0.1069,0.1196,0.2106,0.2285,0.3880,0.4092,0.1640,0.1194,0.1857,0.1997,0.0104,0.0040,0.3045,0.3238,0.2786,0.2783
s002,5,49,0.1482,0.1912,0.1473,0.1326,0.1318,0.1320,0.2626,0.2705,0.4078,0.4237,0.1389,0.1085,0.1447,0.1437,0.0481,0.0507,0.2111,0.2193,0.2348,0.2153
s002,5,50,0.1350,0.1274,0.1289,0.1131,0.0993,0.1249,0.2822,0.3025,0.3741,0.3440,0.1302,0.1236,0.1461,0.1709,0.0758,0.0518,0.1618,0.1752,0.2020,0.1675
s002,6,1,0.1465,0.1219,0.1072,0.0982,0.0710,0.0808,0.3668,0.4019,0.3321,0.3356,0.1305,0.1080,0.1276,0.1522,0.0890,0.0452,0.1524,0.1750,0.2057,0.1794
s002,6,2,0.1464,0.1203,0.1057,0.1007,0.1025,0.1067,0.3502,0.3713,0.3063,0.3221,0.1800,0.1534,0.1165,0.1321,0.0835,0.0584,0.1547,0.1533,0.1872,0.1653
s002,6,3,0.1193,0.1114,0.1102,0.1036,0.1131,0.1186,0.3431,0.3534,0.3389,0.3545,0.1906,0.1557,0.1355,0.1720,0.0650,0.0344,0.1748,0.1774,0.1826,0.1723
s002,6,4,0.1261,0.1124,0.1106,0.0998,0.0877,0.1075,0.3167,0.3095,0.3495,0.3749,0.1455,0.1167,0.1300,0.1609,0.0908,0.0499,0.1605,0.1758,0.2989,0.2904
s002,6,5,0.1108,0.1182,0.1333,0.1241,0.1170,0.1220,0.3061,0.3196,0.3820,0.3920,0.1310,0.1033,0.1564,0.1880,0.0383,0.0138,0.3207,0.3529,0.2572,0.2187
s002,6,6,0.1306,0.1034,0.1178,0.1152,0.1020,0.1191,0.6668,0.6737,0.3469,0.3564,0.1149,0.0980,0.1627,0.1923,0.0616,0.0328,0.1821,0.1792,0.1910,0.1704
