subject,sessionIndex,rep,UU.period.t,UU.t.i,UU.i.e,UU.e.five,UU.five.Shift.r,UU.Shift.r.o,UU.o.a,UU.a.n,UU.n.l,UU.l.Return
s002,5,47,0.1131,0.1371,0.1048,0.2507,0.3772,0.1578,0.1585,0.0502,0.2243,0.2585
s002,5,48,0.0952,0.1343,0.1196,0.2285,0.4092,0.1194,0.1997,0.004,0.3238,0.2783
s002,5,49,0.1912,0.1326,0.132,0.2705,0.4237,0.1085,0.1437,0.0507,0.2193,0.2153
s002,5,50,0.1274,0.1131,0.1249,0.3025,0.344,0.1236,0.1709,0.0518,0.1752,0.1675
s002,6,1,0.1219,0.0982,0.0808,0.4019,0.3356,0.108,0.1522,0.0452,0.175,0.1794
s002,6,2,0.1203,0.1007,0.1067,0.3713,0.3221,0.1534,0.1321,0.0584,0.1533,0.1653
s002,6,3,0.1114,0.1036,0.1186,0.3534,0.3545,0.1557,0.172,0.0344,0.1774,0.1723
s002,6,4,0.1124,0.0998,0.1075,0.3095,0.3749,0.1167,0.1609,0.0499,0.1758,0.2904
s002,6,5,0.1182,0.1241,0.122,0.3196,0.392,0.1033,0.188,0.0138,0.3529,0.2187
s002,6,6,0.1034,0.1152,0.1191,0.6737,0.3564,0.098,0.1923,0.0328,0.1792,0.1704
s002,6,7,0.086,0.1204,0.1062,0.3468,0.3419,0.1383,0.2247,0.127,0.1748,0.1878
s002,6,8,0.0799,0.1254,0.0912,0.2848,0.3662,0.1053,0.1657,0.0233,0.1623,0.1594
s002,6,9,0.1377,0.1051,0.1011,0.2252,0.4438,0.1578,0.1561,0.0547,0.1697,0.1749
s002,6,10,0.1103,0.1252,0.1159,0.3755,0.3416,0.0882,0.157,0.0246,0.1974,0.1688
s002,6,11,0.11,0.1244,0.0927,0.2481,0.5276,0.0966,0.2461,-0.0686,0.2734,0.1852
s002,6,12,0.1467,0.0975,0.0964,0.6096,0.5359,0.1215,0.1798,0.0602,0.1665,0.1601
s002,6,13,0.0701,0.1274,0.0808,0.228,0.434,0.1505,0.1794,0.0172,0.1719,0.1754
s002,6,14,0.0957,0.1146,0.0929,0.6579,0.4923,0.151,0.1891,0.0188,0.1518,0.1741
s002,6,15,0.1797,0.0861,0.1207,0.2624,0.3284,0.1017,0.2163,-0.0156,0.2424,0.1868
s002,6,16,0.1135,0.1062,0.1069,0.336,0.3404,0.0937,0.1983,0.0431,0.1758,0.1852
s002,6,17,0.0839,0.1234,0.0708,0.3101,0.3573,0.0956,0.2017,0.1181,0.1584,0.1815
s002,6,18,0.0978,0.1885,0.0613,0.4346,0.3577,0.0941,0.1834,0.042,0.1758,0.1723
s002,6,19,0.1263,0.1354,0.097,0.3396,0.3543,0.1098,0.1655,0.0291,0.1682,0.1775
s002,6,20,0.1324,0.112,0.1022,0.2975,0.3273,0.1206,0.188,0.0977,0.1934,0.1807
s002,6,21,0.1097,0.1307,0.1666,0.5086,0.3442,0.1077,0.1738,0.0969,0.1845,0.1839
s002,6,22,0.0818,0.1239,0.057,0.2064,0.5546,0.2154,0.1791,0.0278,0.1729,0.1696
s002,6,23,0.086,0.1096,0.0904,0.2486,0.3449,0.1114,0.1682,0.0199,0.1697,0.1722
s002,6,24,0.0968,0.1093,0.1053,0.2655,0.4,0.1262,0.2019,-0.0164,0.4893,0.1762
s002,6,25,0.1153,0.1275,0.1038,0.2486,0.3136,0.1322,0.1469,0.0565,0.1633,0.1697
s002,6,26,0.1187,0.1014,0.1051,0.1863,0.3446,0.2051,0.1909,0.0404,0.1795,0.1699
s002,6,27,0.1242,0.1114,0.114,0.2908,0.3136,0.0771,0.1983,0.0906,0.1739,0.182
s002,6,28,0.1219,0.1254,0.0784,0.479,0.3448,0.0903,0.1677,0.0407,0.1782,0.1699
s002,6,29,0.0947,0.1228,0.1028,0.3269,0.3765,0.1326,0.1606,0.0257,0.1668,0.1718
s002,6,30,0.0752,0.1265,0.0885,0.5811,0.3556,0.1278,0.1777,0.0193,0.1932,0.1949
s002,6,31,0.0805,0.1265,0.1048,0.2473,0.3588,0.1344,0.1646,0.0399,0.4468,0.2089
s002,6,32,0.1108,0.1489,0.0755,0.2785,0.3483,0.1394,0.1718,0.0497,0.1834,0.1971
s002,6,33,0.1011,0.1217,0.0961,0.2716,0.3628,0.1091,0.293,0.2864,0.226,0.1854
s002,6,34,0.072,0.1297,0.0911,0.355,0.3377,0.1041,0.1949,0.0267,0.1792,0.2016
s002,6,35,0.1002,0.1223,0.0905,0.3716,0.3418,0.0829,0.2088,0.088,0.2396,0.2527
s002,6,36,0.0783,0.1231,0.0974,0.2568,0.3469,0.1531,0.202,0.0769,0.1969,0.1984
s002,6,37,0.1024,0.1323,0.0763,0.2631,0.3694,0.1323,0.158,0.0972,0.2011,0.1899
s002,6,38,0.1172,0.1022,0.1215,0.2201,0.3821,0.1323,0.1611,0.0631,0.166,0.1962
s002,6,39,0.1032,0.1278,0.0747,0.3212,0.3522,0.1771,0.1271,0.1497,0.1897,0.23
s002,6,40,0.185,0.1262,0.1283,0.2972,0.3228,0.0911,0.1738,0.027,0.1668,0.1667
s002,6,41,0.134,0.108,0.1196,0.3305,0.3831,0.0982,0.1875,0.0455,0.1806,0.1872
s002,6,42,0.0979,0.126,0.0948,0.3104,0.4007,0.1824,0.1452,0.0938,0.1866,0.1817
s002,6,43,0.1486,0.1209,0.1178,0.2882,0.3863,0.1109,0.1541,0.0684,0.1749,0.1868
s002,6,44,0.114,0.1318,0.0956,0.3491,0.3608,0.1357,0.1458,0.0869,0.1863,0.1868
s002,6,45,0.1023,0.1352,0.1953,0.5553,0.3237,0.1288,0.121,0.0874,0.194,0.1575
s002,6,46,0.1103,0.1122,0.1124,0.3515,0.37,0.1582,0.1424,0.0859,0.1898,0.1749
s002,6,47,0.1118,0.1391,0.1014,0.3384,0.3857,0.1138,0.173,0.0829,0.1792,0.1915
s002,6,48,0.0701,0.147,0.0905,0.2911,0.3804,0.1006,0.2141,0.1265,0.2027,0.2036
s002,6,49,0.1023,0.1096,0.1114,0.3136,0.3753,0.1628,0.1276,0.1006,0.1853,0.1706
s002,6,50,0.0966,0.122,0.1721,0.3822,0.4567,0.095,0.3012,0.0922,0.2016,0.1741
s002,7,1,0.2572,0.1072,0.1486,0.6795,0.411,0.1283,0.1881,0.0568,0.2038,0.228
s002,7,2,0.1599,0.1083,0.1061,0.4624,0.9679,0.2961,0.1584,0.0827,0.164,0.1831
s002,7,3,0.1055,0.1072,0.1041,0.3285,0.3812,0.131,0.163,0.0383,0.1813,0.1849
s002,7,4,0.0802,0.1341,0.0948,0.3937,0.447,0.208,0.12,0.0663,0.1702,0.1638
s002,7,5,0.1261,0.1022,0.1172,0.336,0.3591,0.2001,0.1648,0.0621,0.1797,0.1852
s002,7,6,0.099,0.1135,0.1101,0.2579,0.4323,0.1452,0.1826,0.0935,0.1734,0.186
s002,7,7,0.0961,0.1257,0.0851,0.3259,0.4524,0.1259,0.1561,0.1249,0.1852,0.1778
s002,7,8,0.0873,0.132,0.1236,0.3917,0.3936,0.0959,0.1851,0.4171,0.2629,0.2203
s002,7,9,0.157,0.1128,0.1325,0.3906,0.4169,0.1186,0.1627,0.061,0.1763,0.2145
s002,7,10,0.1295,0.1223,0.1025,0.3473,0.4121,0.151,0.1973,0.0177,0.1935,0.2301
s002,7,11,0.0953,0.1447,0.1125,0.3982,0.4356,0.1053,0.3909,0.15,0.1945,0.1902
s002,7,12,0.1449,0.1193,0.1391,0.4632,0.3915,0.1452,0.1538,0.0769,0.1998,0.214
s002,7,13,0.11,0.1228,0.1138,0.3926,0.4262,0.1138,0.1822,0.0674,0.2053,0.2052
s002,7,14,0.1126,0.141,0.1057,0.6075,0.4266,0.159,0.2139,0.1563,0.1843,0.2092
s002,7,15,0.1079,0.1357,0.0962,0.2909,0.4123,0.1653,0.1445,0.0898,0.1863,0.1709
s002,7,16,0.1111,0.1043,0.1154,0.3452,0.381,0.0993,0.2144,0.0671,0.2003,0.2081
s002,7,17,0.2675,0.1465,0.1486,0.3832,0.4293,0.1183,0.2929,-0.0715,0.2584,0.1891
s002,7,18,0.2021,0.1201,0.2074,0.6083,0.3711,0.103,0.1786,-0.004,0.25,0.2406
s002,7,19,0.1103,0.124,0.0901,0.3306,0.359,0.1361,0.1559,0.0819,0.1813,0.1662
s002,7,20,0.1019,0.1207,0.1009,0.2755,0.4108,0.1144,0.1756,0.0602,0.1892,0.1653
s002,7,21,0.0907,0.1173,0.1125,0.2864,0.378,0.1043,0.1867,0.0418,0.2259,0.2269
s002,7,22,0.1446,0.1046,0.1761,0.3578,0.3917,0.1304,0.1643,0.0903,0.1774,0.1933
s002,7,23,0.1907,0.0893,0.1384,0.2993,0.3923,0.1222,0.1812,0.0959,0.6418,0.2274
s002,7,24,0.1963,0.132,0.0966,0.3813,0.376,0.1165,0.1818,0.0605,0.2114,0.2699
s002,7,25,0.1488,0.1435,0.0628,0.3352,0.3691,0.2069,0.1641,0.0381,0.1964,0.1894
s002,7,26,0.1092,0.1447,0.0652,0.2914,0.3842,0.1141,0.1683,0.0869,0.1993,0.1994
s002,7,27,0.0751,0.1936,-0.009,0.5901,0.4016,0.0924,0.2099,0.0914,0.2161,0.1981
s002,7,28,0.1332,0.1431,0.1479,0.412,0.4354,0.0869,0.21,0.0676,0.2087,0.2308
s002,7,29,0.1298,0.1209,0.1117,0.2655,0.438,0.0982,0.1737,0.0951,0.222,0.1854
s002,7,30,0.1092,0.1355,0.0544,0.3734,0.428,0.1135,0.1811,0.0795,0.5692,0.2285
s002,7,31,0.1314,0.1301,0.0958,0.309,0.415,0.2355,0.1516,0.168,0.2254,0.2337
s002,7,32,0.1129,0.1474,0.0892,0.2795,0.4135,0.1296,0.2028,0.1038,0.2209,0.1934
s002,7,33,0.0683,0.1716,0.0354,0.3299,0.4238,0.1389,0.1664,0.084,0.2211,0.1926
s002,7,34,0.1649,0.1106,0.1731,0.3837,0.4211,0.1009,0.2234,0.055,0.2111,0.1968
s002,7,35,0.1089,0.1423,0.0945,0.4945,0.4385,0.1236,0.1836,0.0871,0.256,0.2126
s002,7,36,0.2279,0.1367,0.1309,0.4877,0.4055,0.1011,0.174,0.1082,0.2111,0.2115
s002,7,37,0.2591,0.1114,0.5941,0.6205,0.4686,0.1225,0.1368,0.0911,0.2054,0.1878
s002,7,38,0.1385,0.137,0.1581,0.3433,0.3965,0.1231,0.1662,0.051,0.2391,0.2163
s002,7,39,0.0992,0.1552,0.0774,0.3608,0.4111,0.104,0.2113,0.0156,0.1982,0.2614
s002,7,40,0.1106,0.1515,0.1243,0.3874,0.3964,0.1217,0.1896,0.0528,0.2029,0.192
s002,7,41,0.1174,0.1666,0.1119,0.3301,0.3701,0.0999,0.3221,-0.0868,0.5468,0.254
s002,7,42,0.1409,0.5695,0.341,0.3138,0.4959,0.152,0.1435,0.1217,0.4724,0.2219
s002,7,43,0.1237,0.1304,0.1415,0.3099,0.379,0.1297,0.2002,0.0761,0.2029,0.1994
s002,7,44,0.0889,0.1331,0.1032,0.6212,0.4638,0.1019,0.1688,0.0853,0.1966,0.2063
s002,7,45,0.1155,0.1365,0.1233,0.3539,0.3944,0.1275,0.1955,0.0763,0.1924,0.1875
s002,7,46,0.0981,0.1523,0.1028,0.35,0.4913,0.1352,0.1587,0.0995,0.2167,0.1947
s002,7,47,0.0939,0.1412,0.1064,0.2929,0.5161,0.1444,0.1648,0.1117,0.2054,0.2543
s002,7,48,0.0997,0.1336,0.0826,0.3219,0.4142,0.1954,0.1757,0.1154,0.2228,0.1796
s002,7,49,0.1066,0.1417,0.1167,0.2608,0.3802,0.1491,0.1407,0.1062,0.1921,0.2097
s002,7,50,0.1093,0.132,0.1048,0.3686,0.3978,0.1476,0.1453,0.0996,0.1839,0.2346
s002,8,1,0.3663,0.1621,0.2104,0.4732,0.5055,0.246,0.1675,0.1355,0.3117,0.2369
s002,8,2,0.2683,0.1497,0.1117,0.485,0.51,0.2104,0.1561,0.1505,0.2874,0.2604
s002,8,3,0.1694,0.0977,0.1088,0.4355,0.7364,0.2,0.1677,0.1515,0.2431,0.2807
s002,8,4,0.4499,0.1234,0.0948,0.4542,0.5417,0.2354,0.1596,0.1006,0.2064,0.2345
s002,8,5,0.1789,0.1392,0.1188,0.3626,0.5818,0.1644,0.1662,0.0302,0.1974,0.2696
s002,8,6,0.1886,0.1011,0.1492,0.5494,0.5209,0.1566,0.1809,0.1621,0.4389,0.2586
s002,8,7,0.1821,0.1247,0.1826,0.6115,0.4804,0.1862,0.1373,0.0813,0.186,0.2717
s002,8,8,0.1604,0.127,0.1367,0.8895,0.8578,0.1473,0.2081,0.0389,0.2362,0.2546
s002,8,9,0.2024,0.1235,0.1384,0.4771,0.4974,0.18,0.1651,0.3476,0.2272,0.3005
s002,8,10,0.1274,0.1726,0.1371,0.374,0.4573,0.2019,0.1585,0.1349,0.1679,0.2572
s002,8,11,0.3535,0.1695,0.1442,0.5769,0.5141,0.15,0.1846,0.1046,0.2164,0.2282
s002,8,12,0.148,0.1455,0.1248,0.2597,0.5319,0.1569,0.1926,0.0449,0.2589,0.2272
s002,8,13,0.1285,0.1848,0.1154,0.3803,0.4406,0.1655,0.185,0.06,0.2911,0.2351
s002,8,14,0.2765,0.1816,0.0948,0.367,0.5103,0.1504,0.2592,0.1328,0.2721,0.3227
s002,8,15,0.1525,0.1959,0.1227,0.3932,0.5055,0.1769,0.1381,0.1521,0.3653,0.2572
s002,8,16,0.1826,0.1663,0.4101,0.5378,0.639,0.2146,0.1561,0.065,0.2196,0.2406
s002,8,17,0.2235,0.1225,0.1645,0.3241,0.6855,0.1404,0.1674,0.108,0.1647,0.4557
s002,8,18,0.1511,0.1811,0.1318,0.3724,0.614,0.1505,0.1872,0.0906,0.2771,0.4862
s002,8,19,0.1876,0.1373,0.1362,0.3286,0.4751,0.1848,0.1851,0.0681,0.2555,0.281
s002,8,20,0.1502,0.1635,0.1222,0.3376,0.4315,0.1114,0.2028,0.1368,0.29,0.3504
s002,8,21,0.1168,0.1901,0.0824,0.228,0.511,0.1761,0.1655,0.098,0.228,0.2667
s002,8,22,0.0775,0.1917,0.1436,0.5043,0.4894,0.1437,0.2316,0.0964,0.1663,0.2079
s002,8,23,0.1213,0.1603,0.2094,0.3318,0.4513,0.1233,0.168,0.0697,0.2668,0.3274
s002,8,24,0.1383,0.1621,0.1132,0.3104,0.7862,0.1147,0.4382,0.0866,0.2294,0.2348
s002,8,25,0.2707,0.2133,0.1185,0.3188,0.4287,0.1291,0.1543,0.0705,0.2145,0.2491
s002,8,26,0.1217,0.1584,0.1674,0.3033,0.6385,0.1497,0.149,0.1051,0.2246,0.2118
s002,8,27,0.1499,0.165,0.1088,0.3412,0.4105,0.1138,0.1867,0.0935,0.1887,0.2508
s002,8,28,0.1712,0.1557,0.0974,0.3183,0.5282,0.1421,0.1651,0.1075,0.2837,0.2123
s002,8,29,0.1102,0.1689,0.1597,0.3286,0.4511,0.1449,0.1876,0.0916,0.184,0.2934
s002,8,30,0.1506,0.168,0.1198,0.2127,0.484,0.1391,0.1484,0.1183,0.2048,0.2152
s002,8,31,0.1551,0.1595,0.1399,0.5732,0.4796,0.113,0.1656,0.0623,0.2109,0.2675
s002,8,32,0.1736,0.1637,0.1198,0.3262,0.4828,0.5099,0.1575,0.0774,0.2259,0.2116
s002,8,33,0.1089,0.1526,0.1378,0.2824,0.5176,0.2861,0.15,0.0871,0.1845,0.2066
s002,8,34,0.0796,0.1555,0.0913,0.2571,0.715,0.2932,0.1727,0.1088,0.278,0.2161
s002,8,35,0.1177,0.1801,0.1534,0.3969,0.5187,0.1922,0.165,0.0885,0.2555,0.2316
s002,8,36,0.144,0.1378,0.1373,0.2082,0.5411,0.1449,0.1785,0.0407,0.2726,0.2659
s002,8,37,0.1322,0.1528,0.1338,0.6244,0.4525,0.1006,0.1421,0.4825,0.323,0.2992
s002,8,38,0.106,0.1394,0.1658,0.6049,0.5936,0.1635,0.2616,0.1576,0.2074,0.2261
s002,8,39,0.1393,0.1664,0.1452,0.659,0.5252,0.2856,0.3533,0.0705,0.2404,0.2208
s002,8,40,0.1823,0.1569,0.122,0.3497,0.508,0.2811,0.2152,0.1144,0.2225,0.2309
s002,8,41,0.1826,0.1751,0.099,0.3302,0.5097,0.1489,0.1701,0.1027,0.2547,0.2884
s002,8,42,0.1396,0.1541,0.1194,0.3157,0.5601,0.1566,0.1869,0.1151,0.241,0.4105
s002,8,43,0.1942,0.4031,0.1769,0.343,0.49,0.1858,0.1495,0.1154,0.4138,0.2652
s002,8,44,0.1874,0.1751,0.1803,0.2388,0.5512,0.1611,0.196,0.1085,0.2321,0.3045
s002,8,45,0.1626,0.1304,0.1932,0.2966,0.4918,0.2165,0.196,0.0879,0.2325,0.2332
s002,8,46,0.1262,0.1637,0.1172,0.2552,0.4931,0.2326,0.1374,0.122,0.2206,0.2924
s002,8,47,0.1751,0.1811,0.1489,0.5861,0.502,0.1645,0.145,0.0993,0.2895,0.2897
s002,8,48,0.0958,0.1568,0.0998,0.3017,0.5382,0.1497,0.1827,0.1624,0.4199,0.3256
s002,8,49,0.1374,0.2539,0.1846,0.4816,0.5406,0.1376,0.1593,0.1088,0.2175,0.2755
s002,8,50,0.1309,0.1869,0.1091,0.494,0.6169,0.5933,0.2018,0.1874,0.265,0.4942
s003,1,1,0.2549,0.1821,0.1581,0.8065,0.5169,0.3846,0.2205,0.2033,0.3724,0.3029
s003,1,2,0.3757,0.165,0.2318,0.8395,0.5079,0.2911,0.1806,0.213,0.3289,0.3098
s003,1,3,0.2757,0.1759,0.4069,0.5719,0.5632,0.2651,0.1442,0.2323,0.2378,0.2456
s003,1,4,0.1953,0.726,0.6775,0.503,0.535,0.256,0.3123,0.1246,0.3652,0.2947
s003,1,5,0.1821,0.1584,0.4872,0.3964,1.1885,0.2911,0.2054,0.0751,0.2726,0.2648
s003,1,6,0.1876,0.127,0.1695,0.5027,0.4846,0.2473,0.1126,0.1399,0.1607,0.2627
s003,1,7,0.1963,0.1576,0.356,0.4895,1.3153,0.307,0.158,0.0753,0.1513,0.2757
s003,1,8,0.372,0.1394,0.1521,0.3766,0.56,0.212,0.12,0.089,0.1797,0.2311
s003,1,9,0.2992,0.5858,0.1906,0.5402,0.4918,0.2578,0.1287,0.1046,0.1536,0.3486
s003,1,10,0.6022,0.1365,0.2178,0.369,0.6113,0.2352,0.1542,0.1555,0.1778,0.2599
s003,1,11,0.2955,0.1473,0.2492,0.3444,0.3979,0.2368,0.1706,0.1212,0.1858,0.5779
s003,1,12,0.5902,0.1088,0.1987,0.3143,0.4692,0.2317,0.192,0.1143,0.1845,0.2245
s003,1,13,0.268,0.1597,0.1357,0.389,0.3973,0.223,0.1806,0.1344,0.1678,0.2121
s003,1,14,0.2245,0.1186,0.193,0.4518,0.4337,0.1945,0.1469,0.1109,0.127,0.249
s003,1,15,0.8652,0.127,0.5579,0.7075,0.4237,0.2531,0.1611,0.0953,0.1576,0.2385
s003,1,16,0.2907,0.1634,0.5637,0.3265,0.4887,0.2413,0.1302,0.1085,0.1486,0.334
s003,1,17,0.5451,0.2276,0.1521,1.0113,0.4364,0.2373,0.1501,0.0711,0.1531,0.257
s003,1,18,0.2113,0.1742,0.1866,0.4502,0.6783,0.6559,0.2168,0.1598,0.1963,0.2279
s003,1,19,0.4507,0.1613,0.1387,0.9268,0.386,0.2188,0.1392,0.1217,0.1777,0.2992
s003,1,20,0.2063,0.1347,0.1273,0.4331,0.41,0.2173,0.2778,0.1758,0.1555,0.2367
s003,1,21,0.194,0.1529,0.1307,0.3919,0.4071,0.2534,0.1988,0.247,0.1452,0.2459
s003,1,22,0.2122,0.152,0.123,0.4075,0.3948,0.2632,0.1951,0.16,0.1452,0.956
s003,1,23,0.1776,0.1677,0.6336,0.45,0.3111,0.2109,0.177,0.1861,0.2054,0.2757
s003,1,24,0.2225,0.1291,0.1323,0.3071,0.4936,0.2425,0.1463,0.1368,0.1829,0.3211
s003,1,25,0.3968,0.1275,0.15,0.4093,0.4263,0.2194,0.1962,0.1756,0.1594,0.2358
s003,1,26,0.1317,0.1384,0.1061,1.0149,0.3218,0.1924,0.1303,0.0953,0.1191,0.1883
s003,1,27,0.1913,0.1389,0.1122,0.3497,0.3783,0.2083,0.1361,0.094,0.1462,0.2298
s003,1,28,0.1486,0.1405,0.0937,0.3513,0.3586,0.2144,0.102,0.1283,0.1214,0.2324
s003,1,29,0.1562,0.1481,0.1194,0.361,0.9491,0.3745,0.1366,0.1025,0.1267,0.2192
s003,1,30,0.2936,0.1906,0.2191,0.6497,0.3481,0.2228,0.1112,0.102,0.1217,0.207
s003,1,31,0.9732,0.1492,0.2875,0.9564,0.3446,0.2709,0.131,0.123,0.1697,0.2295
s003,1,32,0.2159,0.1909,0.2025,0.379,0.3926,0.2843,0.2125,0.0962,0.1322,0.2216
s003,1,33,0.662,0.3207,0.1616,0.7403,0.3999,0.2225,0.0985,0.1183,0.1253,0.2239
s003,1,34,0.1971,0.1544,0.1581,0.4178,0.4142,0.2923,0.1604,0.0806,0.1333,0.2435
s003,1,35,0.2195,0.1098,0.1362,0.3173,0.3768,0.2647,0.3899,0.1336,0.1261,0.2915
s003,1,36,0.1668,0.1403,0.0924,0.2748,0.363,0.2956,0.173,0.1238,0.1401,0.2261
s003,1,37,0.2955,0.1367,0.1439,0.3278,0.3976,0.2031,0.1378,0.1975,0.1196,0.2211
s003,1,38,0.1343,0.1405,0.128,0.336,0.3605,0.2075,0.146,0.1455,0.1151,0.338
s003,1,39,0.2212,0.1132,0.1462,0.398,0.3537,0.2226,0.0977,0.1313,0.0945,0.2443
s003,1,40,0.2528,0.1243,0.108,0.2502,0.442,0.3146,0.1986,0.1146,0.1797,0.296
s003,1,41,0.1746,0.1597,0.1249,0.2576,0.419,0.2344,0.175,0.1357,0.1172,0.2371
s003,1,42,0.162,0.1471,0.1223,0.2491,0.3803,0.2429,0.1743,0.1574,0.1386,0.2863
s003,1,43,0.1633,0.1603,0.1251,0.2792,0.3884,0.2284,0.1709,0.1162,0.1496,0.2836
s003,1,44,0.1606,0.1262,0.1175,0.3067,0.4509,0.1948,0.1471,0.1188,0.1224,0.2113
s003,1,45,0.1314,0.153,0.1183,0.2639,0.4724,0.213,0.1603,0.1093,0.1156,0.2237
s003,1,46,0.0947,0.2075,0.1629,0.3887,0.3936,0.2197,0.1579,0.1389,0.1396,0.5124
s003,1,47,0.1108,0.1837,0.2505,0.2992,0.3893,0.2558,0.2286,0.1249,0.1607,0.7111
s003,1,48,0.1567,0.1259,0.1167,0.3004,0.3372,0.216,0.1094,0.1178,0.1378,0.5752
s003,1,49,0.1686,0.1281,0.1465,0.4608,0.3807,0.2231,0.1487,0.0959,0.1132,0.2232
s003,1,50,0.4956,0.1576,0.1818,0.2729,0.3242,0.2518,0.1893,0.1629,0.1314,0.2301
s003,2,1,0.224,0.1843,0.1784,0.3552,0.5659,0.2853,0.1487,0.1286,0.1776,0.2506
s003,2,2,0.4269,0.1993,0.1671,0.3275,0.6123,0.2434,0.1769,0.1188,0.1737,0.3237
s003,2,3,0.2929,0.1539,0.1388,0.4057,0.4963,0.2708,0.2155,0.1308,0.1692,0.2343
s003,2,4,0.2879,0.1379,0.4695,0.9332,0.4762,0.2537,0.1358,0.1046,0.1536,0.2322
s003,2,5,0.3794,0.1621,0.7688,0.5344,0.9642,0.331,0.1437,0.1054,0.1678,0.2411
s003,2,6,0.7021,0.2906,0.1247,0.3993,0.5129,0.2882,0.1249,0.1336,0.1521,0.2627
s003,2,7,0.1791,0.4439,0.2774,1.2521,0.7742,0.2389,0.1462,0.0742,0.1267,0.2234
s003,2,8,0.2385,0.1959,0.1653,0.3502,0.5218,0.2175,0.1228,0.0958,0.1721,0.2153
s003,2,9,0.2792,0.178,0.141,0.328,0.4514,0.1959,0.1144,0.1027,0.148,0.1962
s003,2,10,0.1966,0.1713,0.179,0.3679,0.3756,0.1953,0.1067,0.1183,0.1248,0.2295
s003,2,11,0.1799,0.1719,0.1466,0.3671,0.3931,0.1845,0.1529,0.0771,0.1444,0.2266
s003,2,12,0.1932,0.1447,0.1661,0.3629,0.4056,0.2154,0.1556,0.0988,0.1476,0.1928
s003,2,13,0.124,0.1552,0.1357,0.3581,0.439,0.2089,0.0703,0.44,0.1816,0.2311
s003,2,14,0.1285,0.1561,0.1022,0.2943,0.3713,0.1908,0.1511,0.0991,0.1467,0.1965
s003,2,15,0.1356,0.2075,0.0967,0.2945,0.4554,0.1711,0.1287,0.0964,0.1402,0.2049
s003,2,16,0.1618,0.1416,0.0977,0.3159,0.3654,0.165,0.1315,0.1036,0.1385,0.177
s003,2,17,0.1229,0.1558,0.0927,0.2758,0.3245,0.1578,0.0795,0.1349,0.1346,0.2396
s003,2,18,0.1155,0.1183,0.1157,0.26,0.3453,0.156,0.1001,0.1544,0.104,0.2089
s003,2,19,0.1374,0.1299,0.1143,0.2594,0.395,0.1878,0.1049,0.1011,0.1212,0.2115
s003,2,20,0.1427,0.1473,0.4661,0.3813,0.3298,0.1626,0.1538,0.104,0.1236,0.2443
s003,2,21,0.2013,0.1483,0.1737,0.3072,0.4849,0.2833,0.1484,0.1336,0.113,0.2089
s003,2,22,0.0981,0.137,0.109,0.2703,0.3576,0.1648,0.1075,0.0914,0.1576,0.2137
s003,2,23,0.1216,0.1727,0.1177,0.3067,0.3427,0.1687,0.1237,0.1297,0.1196,0.1937
s003,2,24,0.1332,0.2172,0.1645,0.2426,0.3448,0.1692,0.4271,0.131,0.1819,0.2404
s003,2,25,0.1388,0.1376,0.1127,0.209,0.4427,0.1991,0.1862,0.0647,0.1425,1.498
s003,2,26,0.1863,0.1061,0.141,0.2444,0.3525,0.179,0.1603,0.1091,0.1404,0.2269
s003,2,27,0.1443,0.1149,0.112,0.2206,0.3385,0.1475,0.1733,0.0787,0.1636,0.1991
s003,2,28,0.1055,0.1579,0.1336,0.6571,0.416,0.1909,0.1636,0.0803,0.1356,0.2124
s003,2,29,0.1129,0.1,0.1067,0.3093,0.3802,0.1751,0.1389,0.0629,0.1472,0.2108
s003,2,30,0.2058,0.1242,0.1341,0.2705,0.3266,0.1647,0.1445,0.1184,0.1204,0.2509
s003,2,31,0.067,0.1463,0.0919,0.2508,0.3216,0.155,0.1136,0.0845,0.1261,0.1984
s003,2,32,0.1047,0.1389,0.133,0.1757,0.344,0.164,0.1265,0.0882,0.1103,0.1886
s003,2,33,0.1282,0.3149,0.2962,0.5964,0.4181,0.151,0.1268,0.07,0.1267,0.2118
s003,2,34,0.1974,0.1048,0.1526,0.2095,0.3769,0.1447,0.1149,0.0753,0.1233,0.2113
s003,2,35,0.1196,0.133,0.1684,0.2043,0.3924,0.1576,0.1282,0.0792,0.1172,0.2311
s003,2,36,0.1449,0.1394,0.1634,0.1731,0.3666,0.1555,0.1391,0.0547,0.1262,0.2081
s003,2,37,0.1254,0.1119,0.1674,0.1935,0.4058,0.1397,0.4248,0.108,0.133,0.5527
s003,2,38,0.118,0.0966,0.1196,0.1992,1.082,0.2109,0.3638,0.1059,0.1533,1.0873
s003,2,39,0.6592,0.408,0.208,0.195,0.4324,0.1648,0.172,0.0945,0.1471,0.738
s003,2,40,0.1306,0.0869,0.1708,0.2365,0.3498,0.1834,0.1178,0.0808,0.1705,0.2395
s003,2,41,0.1322,0.1098,0.1312,0.5386,0.4608,0.1452,0.1564,0.08,0.148,0.2326
s003,2,42,0.0815,0.1304,0.1447,0.1579,0.358,0.1748,0.1324,0.0972,0.1291,0.2406
s003,2,43,0.091,0.1072,0.1483,0.1787,0.3643,0.1842,0.1656,0.0972,0.1521,0.2393
s003,2,44,0.1145,0.113,0.1779,0.2262,0.448,0.1331,0.1112,0.1217,0.132,0.2337
