subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s003,1,5,0.1217,0.1863,0.0646,0.1175,0.1584,0.0409,0.1175,0.5223,0.4048,0.0824,0.3732,0.2908,0.1056,1.189,1.0834,0.1051,0.2793,0.1742,0.1169,0.1935,0.0766,0.1288,0.1421,0.0133,0.0618,0.2373,0.1755,0.0971,0.2632,0.1661,0.0987
s003,1,6,0.132,0.1979,0.0659,0.1217,0.1523,0.0306,0.0964,0.1714,0.075,0.0945,0.4879,0.3934,0.1093,0.4659,0.3566,0.128,0.2515,0.1235,0.1238,0.135,0.0112,0.1014,0.1542,0.0528,0.0871,0.1314,0.0443,0.1164,0.2783,0.1619,0.1008
s003,1,7,0.1235,0.2285,0.105,0.0913,0.1594,0.0681,0.0895,0.2898,0.2003,0.1557,0.5412,0.3855,0.104,1.2881,1.1841,0.1312,0.3078,0.1766,0.1304,0.1593,0.0289,0.1291,0.1183,-0.0108,0.0861,0.1331,0.047,0.1043,0.2702,0.1659,0.1098
s003,1,8,0.119,0.3878,0.2688,0.1032,0.1291,0.0259,0.1135,0.1452,0.0317,0.1204,0.4115,0.2911,0.0855,0.5381,0.4526,0.1074,0.2006,0.0932,0.1188,0.1382,0.0194,0.1006,0.1183,0.0177,0.0713,0.1581,0.0868,0.0929,0.2411,0.1482,0.0829
s003,1,9,0.0921,0.2741,0.182,0.1172,0.5906,0.4734,0.1124,0.1837,0.0713,0.1193,0.5613,0.442,0.0982,0.4817,0.3835,0.1083,0.2273,0.119,0.1388,0.1566,0.0178,0.1109,0.169,0.0581,0.0465,0.1114,0.0649,0.0887,0.3446,0.2559,0.0927
s003,1,10,0.1283,0.6059,0.4776,0.1246,0.1442,0.0196,0.1169,0.2162,0.0993,0.1185,0.4418,0.3233,0.0457,0.4989,0.4532,0.1581,0.2484,0.0903,0.1449,0.1943,0.0494,0.1048,0.1529,0.0481,0.1074,0.1823,0.0749,0.1029,0.2804,0.1775,0.0824
s003,2,1,0.1602,0.2496,0.0894,0.1346,0.1927,0.0581,0.1262,0.1597,0.0335,0.1449,0.4106,0.2657,0.0895,0.5495,0.46,0.1059,0.2468,0.1409,0.1444,0.1725,0.0281,0.1206,0.146,0.0254,0.1032,0.1739,0.0707,0.1069,0.2709,0.164,0.0866
s003,2,2,0.1066,0.4142,0.3076,0.1193,0.193,0.0737,0.1256,0.1576,0.032,0.1351,0.3831,0.248,0.0795,0.5767,0.4972,0.1151,0.2413,0.1262,0.1172,0.2054,0.0882,0.0887,0.1141,0.0254,0.0934,0.1979,0.1045,0.0692,0.3055,0.2363,0.0874
s003,2,3,0.1246,0.299,0.1744,0.1185,0.1615,0.043,0.1109,0.1444,0.0335,0.1053,0.3898,0.2845,0.1212,0.5296,0.4084,0.0879,0.2362,0.1483,0.1225,0.2118,0.0893,0.1262,0.1754,0.0492,0.0816,0.1534,0.0718,0.0974,0.2525,0.1551,0.0792
s003,2,4,0.1069,0.2879,0.181,0.1069,0.1397,0.0328,0.1051,0.4445,0.3394,0.1301,1.0015,0.8714,0.0618,0.4258,0.364,0.1122,0.217,0.1048,0.1489,0.1606,0.0117,0.1241,0.1395,0.0154,0.0892,0.1678,0.0786,0.075,0.2306,0.1556,0.0766
s003,2,5,0.1053,0.3617,0.2564,0.123,0.1732,0.0502,0.1119,0.7598,0.6479,0.1209,0.5653,0.4444,0.09,0.9454,0.8554,0.1088,0.2822,0.1734,0.1576,0.1669,0.0093,0.1344,0.1577,0.0233,0.0821,0.1528,0.0707,0.0971,0.2482,0.1511,0.09
s003,2,6,0.1059,0.727,0.6211,0.081,0.2346,0.1536,0.137,0.1384,0.0014,0.1233,0.3896,0.2663,0.133,0.5271,0.3941,0.1188,0.2674,0.1486,0.1396,0.1423,0.0027,0.1222,0.1642,0.042,0.0916,0.1283,0.0367,0.1154,0.2839,0.1685,0.0942
s003,2,7,0.1077,0.248,0.1403,0.0388,0.3887,0.3499,0.094,0.2663,0.1723,0.1051,1.2685,1.1634,0.0887,0.761,0.6723,0.1019,0.2159,0.114,0.1249,0.1361,0.0112,0.135,0.1236,-0.0114,0.0856,0.1107,0.0251,0.1016,0.2316,0.13,0.0934
s003,2,8,0.0937,0.2116,0.1179,0.1206,0.1856,0.065,0.1309,0.1766,0.0457,0.1196,0.4133,0.2937,0.0565,0.4645,0.408,0.1138,0.2212,0.1074,0.1101,0.1313,0.0212,0.1016,0.1164,0.0148,0.081,0.152,0.071,0.1011,0.2496,0.1485,0.0668
s003,2,9,0.1154,0.2858,0.1704,0.1088,0.1883,0.0795,0.0985,0.1344,0.0359,0.1051,0.3299,0.2248,0.1032,0.4131,0.3099,0.1415,0.2313,0.0898,0.1061,0.1191,0.013,0.1014,0.117,0.0156,0.0871,0.1401,0.053,0.095,0.2416,0.1466,0.0496
s003,2,10,0.1164,0.1976,0.0812,0.1154,0.1777,0.0623,0.109,0.1853,0.0763,0.1027,0.3708,0.2681,0.0998,0.3685,0.2687,0.1069,0.1898,0.0829,0.1124,0.1146,0.0022,0.1045,0.141,0.0365,0.0818,0.1124,0.0306,0.0942,0.2427,0.1485,0.081
s003,3,1,0.1586,0.2293,0.0707,0.1138,0.1537,0.0399,0.1359,0.1724,0.0365,0.0752,0.3528,0.2776,0.1143,0.4614,0.3471,0.0961,0.1687,0.0726,0.1552,0.1415,-0.0137,0.1524,0.1405,-0.0119,0.0893,0.1368,0.0475,0.0993,0.2697,0.1704,0.0905
s003,3,2,0.1275,0.1842,0.0567,0.1249,0.1418,0.0169,0.1196,0.1463,0.0267,0.0715,0.2604,0.1889,0.0919,0.3353,0.2434,0.1143,0.2178,0.1035,0.137,0.1426,0.0056,0.1357,0.1564,0.0207,0.0863,0.1422,0.0559,0.104,0.2422,0.1382,0.0628
s003,3,3,0.1177,0.1609,0.0432,0.1254,0.1521,0.0267,0.1082,0.1478,0.0396,0.0821,0.2858,0.2037,0.0879,0.388,0.3001,0.1153,0.2227,0.1074,0.1256,0.1542,0.0286,0.1254,0.1392,0.0138,0.0919,0.1331,0.0412,0.0958,0.4142,0.3184,0.1085
s003,3,4,0.0908,0.1968,0.106,0.1073,0.1059,-0.0014,0.1168,0.1327,0.0159,0.1098,0.436,0.3262,0.0787,0.3628,0.2841,0.1093,0.2017,0.0924,0.1283,0.1368,0.0085,0.1103,0.1444,0.0341,0.0884,0.1282,0.0398,0.0913,0.2319,0.1406,0.0866
s003,3,5,0.1188,0.5916,0.4728,0.1143,0.1468,0.0325,0.1103,0.1679,0.0576,0.0752,0.3056,0.2304,0.0795,0.3596,0.2801,0.1262,0.2416,0.1154,0.1591,0.1254,-0.0337,0.1301,0.142,0.0119,0.1148,0.1897,0.0749,0.0876,0.2358,0.1482,0.0977
s003,3,6,0.1705,0.1234,-0.0471,0.0914,0.2529,0.1615,0.1299,0.929,0.7991,0.118,0.6421,0.5241,0.0834,0.4384,0.355,0.123,0.232,0.109,0.1365,0.1049,-0.0316,0.1339,0.1294,-0.0045,0.0961,0.1381,0.042,0.1037,0.2245,0.1208,0.0932
s003,3,7,0.1463,0.1287,-0.0176,0.1321,0.1408,0.0087,0.1267,0.1442,0.0175,0.0803,0.3336,0.2533,0.1024,0.351,0.2486,0.1248,0.1887,0.0639,0.1301,0.1196,-0.0105,0.1293,0.1143,-0.015,0.1,0.1449,0.0449,0.1069,0.2192,0.1123,0.0927
s003,3,8,0.1317,0.1031,-0.0286,0.1304,0.1634,0.033,0.1082,0.1336,0.0254,0.0882,0.2054,0.1172,0.1409,0.5387,0.3978,0.1214,0.2114,0.09,0.1304,0.144,0.0136,0.1009,0.0911,-0.0098,0.1009,0.1452,0.0443,0.0979,0.2155,0.1176,0.109
s003,3,9,0.1328,0.1311,-0.0017,0.137,0.1341,-0.0029,0.1169,0.1301,0.0132,0.0948,0.2067,0.1119,0.1035,0.3588,0.2553,0.1215,0.1862,0.0647,0.1077,0.103,-0.0047,0.1154,0.1009,-0.0145,0.094,0.1455,0.0515,0.0829,0.2345,0.1516,0.1098
s003,3,10,0.1484,0.1372,-0.0112,0.122,0.141,0.019,0.1053,0.1201,0.0148,0.0594,0.3531,0.2937,0.0795,0.4303,0.3508,0.1254,0.1692,0.0438,0.1088,0.1445,0.0357,0.1484,0.0771,-0.0713,0.111,0.1374,0.0264,0.0774,0.2161,0.1387,0.0821
s003,4,1,0.1475,0.1894,0.0419,0.1135,0.1341,0.0206,0.1098,0.1217,0.0119,0.1003,0.3834,0.2831,0.0631,0.6675,0.6044,0.1388,0.2183,0.0795,0.1383,0.1463,0.008,0.1425,0.1447,0.0022,0.1014,0.1505,0.0491,0.1143,0.2607,0.1464,0.0966
s003,4,2,0.1196,0.204,0.0844,0.1256,0.1734,0.0478,0.0599,0.0882,0.0283,0.1183,0.5864,0.4681,0.095,0.3809,0.2859,0.1275,0.2138,0.0863,0.1169,0.1468,0.0299,0.1465,0.1412,-0.0053,0.1307,0.1494,0.0187,0.0982,0.2219,0.1237,0.0895
s003,4,3,0.1296,0.1707,0.0411,0.1235,0.1439,0.0204,0.1154,0.1371,0.0217,0.0932,0.2824,0.1892,0.0919,0.3735,0.2816,0.127,0.2943,0.1673,0.1183,0.1643,0.046,0.1307,0.1212,-0.0095,0.0858,0.1402,0.0544,0.1066,0.2355,0.1289,0.0818
s003,4,4,0.1293,0.1788,0.0495,0.1534,0.1359,-0.0175,0.1173,0.139,0.0217,0.1061,0.285,0.1789,0.0905,0.3286,0.2381,0.123,0.1885,0.0655,0.1505,0.1194,-0.0311,0.1387,0.121,-0.0177,0.1146,0.1634,0.0488,0.1077,0.2266,0.1189,0.0945
s003,4,5,0.1336,0.1618,0.0282,0.137,0.1758,0.0388,0.1312,0.1468,0.0156,0.1119,0.2219,0.11,0.1051,0.9072,0.8021,0.1349,0.398,0.2631,0.1431,0.1577,0.0146,0.1299,0.1143,-0.0156,0.0993,0.1447,0.0454,0.0884,0.2078,0.1194,0.0895
s003,4,6,0.1669,0.1422,-0.0247,0.1381,0.1632,0.0251,0.1371,0.1117,-0.0254,0.136,0.197,0.061,0.1098,0.3345,0.2247,0.1357,0.2128,0.0771,0.1378,0.144,0.0062,0.1297,0.0798,-0.0499,0.1455,0.165,0.0195,0.1053,0.2181,0.1128,0.0929
s003,4,7,0.1328,0.1393,0.0065,0.1317,0.1383,0.0066,0.1352,0.0903,-0.0449,0.1294,0.1843,0.0549,0.1061,0.6899,0.5838,0.1347,0.2519,0.1172,0.1433,0.1587,0.0154,0.1394,0.1336,-0.0058,0.1265,0.1629,0.0364,0.1243,0.2469,0.1226,0.0871
s003,4,8,0.1302,0.1248,-0.0054,0.1462,0.1565,0.0103,0.1297,0.108,-0.0217,0.1165,0.1967,0.0802,0.0953,0.384,0.2887,0.1257,0.2186,0.0929,0.1172,0.1184,0.0012,0.1299,0.1032,-0.0267,0.1051,0.1542,0.0491,0.1059,0.2499,0.144,0.1011
s003,4,9,0.1713,0.1805,0.0092,0.1454,0.195,0.0496,0.1367,0.1074,-0.0293,0.1388,0.1639,0.0251,0.1045,1.0504,0.9459,0.1431,0.3118,0.1687,0.1333,0.1542,0.0209,0.1431,0.1349,-0.0082,0.1027,0.1404,0.0377,0.0982,0.2258,0.1276,0.0916
s003,4,10,0.1819,0.1263,-0.0556,0.1273,0.1698,0.0425,0.1259,0.313,0.1871,0.1322,0.2451,0.1129,0.0842,0.3931,0.3089,0.0922,0.1366,0.0444,0.1318,0.1186,-0.0132,0.1294,0.0835,-0.0459,0.1175,0.1505,0.033,0.1064,0.2221,0.1157,0.095
s003,5,1,0.156,0.1921,0.0361,0.1629,0.1489,-0.014,0.1088,0.1197,0.0109,0.0718,0.3228,0.251,0.0892,0.3807,0.2915,0.1151,0.2078,0.0927,0.1431,0.1466,0.0035,0.1297,0.1112,-0.0185,0.1046,0.132,0.0274,0.0937,0.2691,0.1754,0.0752
s003,5,2,0.1209,0.1929,0.072,0.1093,0.1927,0.0834,0.1135,0.1758,0.0623,0.1008,0.2375,0.1367,0.0879,0.3429,0.255,0.1144,0.2076,0.0932,0.1035,0.1313,0.0278,0.1375,0.1032,-0.0343,0.1098,0.1254,0.0156,0.094,0.8692,0.7752,0.1251
s003,5,3,0.1275,0.2602,0.1327,0.1106,0.0979,-0.0127,0.1046,0.1318,0.0272,0.095,0.1932,0.0982,0.0879,0.3527,0.2648,0.1212,0.2065,0.0853,0.1201,0.1738,0.0537,0.0835,0.0563,-0.0272,0.1109,0.1259,0.015,0.099,0.5565,0.4575,0.1233
s003,5,4,0.1322,0.1941,0.0619,0.1307,0.123,-0.0077,0.108,0.1104,0.0024,0.0927,0.2051,0.1124,0.1051,0.3274,0.2223,0.1101,0.1896,0.0795,0.1164,0.1189,0.0025,0.1141,0.1001,-0.014,0.1172,0.1375,0.0203,0.1011,0.2385,0.1374,0.0866
s003,5,5,0.1198,0.1548,0.035,0.1441,0.1486,0.0045,0.1048,0.1154,0.0106,0.09,0.1776,0.0876,0.1161,0.3672,0.2511,0.114,0.1879,0.0739,0.1122,0.1136,0.0014,0.1053,0.1011,-0.0042,0.0887,0.19,0.1013,0.113,0.2401,0.1271,0.0998
s003,5,6,0.1285,0.1369,0.0084,0.132,0.118,-0.014,0.1051,0.0948,-0.0103,0.1056,0.1932,0.0876,0.1059,1.3781,1.2722,0.1283,0.2421,0.1138,0.138,0.1468,0.0088,0.1249,0.1096,-0.0153,0.1027,0.1301,0.0274,0.1124,0.2223,0.1099,0.1069
s003,5,7,0.1444,0.116,-0.0284,0.1207,0.1535,0.0328,0.107,0.0895,-0.0175,0.1086,0.1793,0.0707,0.1103,0.4297,0.3194,0.1323,0.2743,0.142,0.1368,0.112,-0.0248,0.1107,0.0928,-0.0179,0.1233,0.2014,0.0781,0.1365,0.2628,0.1263,0.1101
s003,5,8,0.1518,0.092,-0.0598,0.1062,0.131,0.0248,0.147,0.0863,-0.0607,0.089,0.1201,0.0311,0.1064,0.3873,0.2809,0.1338,0.266,0.1322,0.1161,0.1101,-0.006,0.1199,0.0811,-0.0388,0.1022,0.1085,0.0063,0.114,0.2176,0.1036,0.1249
s003,5,9,0.1428,0.1018,-0.041,0.1248,0.1642,0.0394,0.1172,0.1186,0.0014,0.0634,0.089,0.0256,0.0953,0.6627,0.5674,0.1431,0.2687,0.1256,0.1241,0.1276,0.0035,0.1294,0.0985,-0.0309,0.1014,0.1215,0.0201,0.1093,0.2224,0.1131,0.0979
s003,5,10,0.1502,0.1197,-0.0305,0.1252,0.1316,0.0064,0.0948,0.0932,-0.0016,0.0937,0.1119,0.0182,0.0768,0.4102,0.3334,0.1449,0.2579,0.113,0.1247,0.0727,-0.052,0.1271,0.1258,-0.0013,0.0842,0.1167,0.0325,0.0858,0.1992,0.1134,0.0921
s003,6,1,0.1618,0.1805,0.0187,0.1156,0.1523,0.0367,0.1173,0.1035,-0.0138,0.1043,0.2658,0.1615,0.1022,0.3549,0.2527,0.1214,0.2542,0.1328,0.1299,0.1141,-0.0158,0.1455,0.1283,-0.0172,0.1115,0.1252,0.0137,0.1064,0.2435,0.1371,0.0776
s003,6,2,0.1624,0.1229,-0.0395,0.1484,0.1772,0.0288,0.1169,0.1196,0.0027,0.1314,0.204,0.0726,0.0776,0.6696,0.592,0.1188,0.288,0.1692,0.1571,0.1352,-0.0219,0.1461,0.1424,-0.0037,0.1114,0.1272,0.0158,0.1019,0.5675,0.4656,0.1563
s003,6,3,0.1721,0.1292,-0.0429,0.1318,0.1664,0.0346,0.1132,0.0607,-0.0525,0.17,0.2431,0.0731,0.1225,0.2952,0.1727,0.1346,0.2412,0.1066,0.1682,0.1484,-0.0198,0.1711,0.1976,0.0265,0.1164,0.1497,0.0333,0.1285,0.2487,0.1202,0.1259
s003,6,4,0.1613,0.115,-0.0463,0.1159,0.164,0.0481,0.108,0.0647,-0.0433,0.1534,0.5843,0.4309,0.1468,0.3414,0.1946,0.1582,0.2849,0.1267,0.1639,0.1761,0.0122,0.1655,0.1468,-0.0187,0.1074,0.1298,0.0224,0.1095,0.221,0.1115,0.0969
s003,6,5,0.1431,0.1166,-0.0265,0.1344,0.1619,0.0275,0.1262,0.0784,-0.0478,0.1676,0.1755,0.0079,0.094,0.3355,0.2415,0.1431,0.2571,0.114,0.1307,0.1049,-0.0258,0.1586,0.161,0.0024,0.0919,0.1011,0.0092,0.1196,0.2388,0.1192,0.1143
s003,6,6,0.1394,0.0865,-0.0529,0.1288,0.1832,0.0544,0.1362,0.0201,-0.1161,0.165,0.169,0.004,0.1212,0.3111,0.1899,0.1275,0.241,0.1135,0.1365,0.0888,-0.0477,0.169,0.1426,-0.0264,0.0919,0.1186,0.0267,0.1206,0.2519,0.1313,0.1035
s003,6,7,0.1365,0.0786,-0.0579,0.1262,0.1795,0.0533,0.1381,0.0454,-0.0927,0.1672,0.1444,-0.0228,0.1183,0.3443,0.226,0.1202,0.2611,0.1409,0.164,0.1627,-0.0013,0.1444,0.1431,-0.0013,0.1077,0.1402,0.0325,0.0979,0.2234,0.1255,0.0903
s003,6,8,0.1428,0.0994,-0.0434,0.1413,0.1399,-0.0014,0.1176,0.0751,-0.0425,0.1191,0.1505,0.0314,0.1074,0.2865,0.1791,0.1262,0.2057,0.0795,0.1444,0.1099,-0.0345,0.1335,0.128,-0.0055,0.1188,0.1489,0.0301,0.0908,0.2348,0.144,0.0832
s003,6,9,0.1502,0.1448,-0.0054,0.1461,0.1228,-0.0233,0.1186,0.0906,-0.028,0.1336,0.1389,0.0053,0.0855,0.2912,0.2057,0.1283,0.2365,0.1082,0.1379,0.1078,-0.0301,0.1374,0.1139,-0.0235,0.1017,0.1286,0.0269,0.1111,0.2612,0.1501,0.1697
s003,6,10,0.1397,0.1084,-0.0313,0.1312,0.1516,0.0204,0.1085,0.0789,-0.0296,0.1526,0.1587,0.0061,0.1146,0.2981,0.1835,0.1378,0.2165,0.0787,0.1376,0.1025,-0.0351,0.1579,0.14,-0.0179,0.0977,0.1563,0.0586,0.1045,0.2245,0.12,0.1212
s003,7,1,0.1436,0.139,-0.0046,0.1093,0.1207,0.0114,0.1138,0.0916,-0.0222,0.0932,0.2766,0.1834,0.0945,0.3746,0.2801,0.1143,0.1814,0.0671,0.1483,0.1851,0.0368,0.1146,0.1072,-0.0074,0.1436,0.1542,0.0106,0.0784,0.4979,0.4195,0.0932
s003,7,2,0.1586,0.1379,-0.0207,0.1698,0.1468,-0.023,0.1223,0.098,-0.0243,0.117,0.2526,0.1356,0.028,0.3434,0.3154,0.1162,0.2389,0.1227,0.1495,0.1334,-0.0161,0.1152,0.0933,-0.0219,0.1357,0.1573,0.0216,0.0979,0.263,0.1651,0.0462
s003,7,3,0.1027,0.1063,0.0036,0.1373,0.1304,-0.0069,0.1434,0.1133,-0.0301,0.0972,0.1893,0.0921,0.0876,0.3183,0.2307,0.1175,0.1785,0.061,0.138,0.1529,0.0149,0.1487,0.0658,-0.0829,0.1611,0.1767,0.0156,0.1003,0.2261,0.1258,0.0921
s003,7,4,0.1468,0.1237,-0.0231,0.1682,0.1252,-0.043,0.105,0.0744,-0.0306,0.1322,0.2296,0.0974,0.0354,0.4184,0.383,0.1183,0.2358,0.1175,0.1782,0.0956,-0.0826,0.2015,0.0838,-0.1177,0.1011,0.2336,0.1325,0.0985,0.228,0.1295,0.0861
s003,7,5,0.1452,0.124,-0.0212,0.1365,0.1423,0.0058,0.1589,0.189,0.0301,0.0787,0.0673,-0.0114,0.1014,0.3601,0.2587,0.1125,0.1843,0.0718,0.1803,0.1378,-0.0425,0.1516,0.0806,-0.071,0.1574,0.1677,0.0103,0.1082,0.2398,0.1316,0.1146
s003,7,6,0.1645,0.1554,-0.0091,0.126,0.084,-0.042,0.1223,0.126,0.0037,0.1721,0.1885,0.0164,0.1214,1.0977,0.9763,0.1523,0.2046,0.0523,0.1655,0.0729,-0.0926,0.1957,0.1569,-0.0388,0.1244,0.1355,0.0111,0.1051,0.2119,0.1068,0.0969
s003,7,7,0.1906,0.1197,-0.0709,0.0399,0.3009,0.261,0.1502,0.2671,0.1169,0.2091,0.199,-0.0101,0.0821,0.3015,0.2194,0.1104,0.2044,0.094,0.1845,0.1167,-0.0678,0.1682,0.1204,-0.0478,0.1257,0.1534,0.0277,0.1431,0.2939,0.1508,0.1114
s003,7,8,0.183,0.1105,-0.0725,0.1651,0.0652,-0.0999,0.1828,0.1987,0.0159,0.141,0.1108,-0.0302,0.0943,0.3192,0.2249,0.1188,0.259,0.1402,0.1708,0.1653,-0.0055,0.1428,0.1262,-0.0166,0.1214,0.1235,0.0021,0.1283,0.2683,0.14,0.109
s003,7,9,0.2064,0.3689,0.1625,0.1425,0.1029,-0.0396,0.1893,0.2569,0.0676,0.1771,0.1214,-0.0557,0.08,0.2955,0.2155,0.117,0.2068,0.0898,0.1478,0.1534,0.0056,0.1502,0.1222,-0.028,0.16,0.1764,0.0164,0.1198,0.7174,0.5976,0.1808
s003,7,10,0.1644,0.1778,0.0134,0.1528,0.1293,-0.0235,0.1386,0.104,-0.0346,0.1935,0.1502,-0.0433,0.0861,0.2852,0.1991,0.1233,0.1827,0.0594,0.17,0.1555,-0.0145,0.1466,0.0798,-0.0668,0.1384,0.1569,0.0185,0.1156,0.2662,0.1506,0.1278
s003,8,1,0.1425,0.1789,0.0364,0.1183,0.1255,0.0072,0.1204,0.0713,-0.0491,0.137,0.2069,0.0699,0.1061,0.3215,0.2154,0.1144,0.315,0.2006,0.1062,0.0806,-0.0256,0.1191,0.282,0.1629,0.1198,0.1818,0.062,0.0964,0.2169,0.1205,0.0792
s003,8,2,0.2181,0.1575,-0.0606,0.1786,0.0999,-0.0787,0.1531,0.1545,0.0014,0.1494,0.3149,0.1655,0.0797,1.185,1.1053,0.1492,0.2136,0.0644,0.1763,0.1199,-0.0564,0.1552,0.16,0.0048,0.1322,0.1528,0.0206,0.1198,0.24,0.1202,0.1074
s003,8,3,0.2162,0.1517,-0.0645,0.192,0.1146,-0.0774,0.174,0.1067,-0.0673,0.2597,0.2412,-0.0185,0.1051,0.2931,0.188,0.1698,0.2654,0.0956,0.1711,0.1582,-0.0129,0.184,0.1529,-0.0311,0.1322,0.1446,0.0124,0.1267,0.2435,0.1168,0.1043
s003,8,4,0.2397,0.1828,-0.0569,0.1888,0.0605,-0.1283,0.217,0.2313,0.0143,0.2395,0.1414,-0.0981,0.0964,0.3038,0.2074,0.1568,0.2524,0.0956,0.1702,0.1555,-0.0147,0.1452,0.1098,-0.0354,0.1672,0.15,-0.0172,0.1228,0.2354,0.1126,0.1164
s003,8,5,0.2352,0.2184,-0.0168,0.1601,0.1426,-0.0175,0.1582,0.1191,-0.0391,0.2196,0.2457,0.0261,0.0824,0.3458,0.2634,0.1415,0.2397,0.0982,0.1803,0.1233,-0.057,0.1696,0.1363,-0.0333,0.126,0.1711,0.0451,0.156,0.2733,0.1173,0.1309
s003,8,6,0.2167,0.1696,-0.0471,0.1486,0.2101,0.0615,0.1386,0.1803,0.0417,0.2011,0.2483,0.0472,0.0882,0.3247,0.2365,0.1285,0.2235,0.095,0.1742,0.1378,-0.0364,0.1655,0.1175,-0.048,0.1428,0.5898,0.447,0.147,0.2799,0.1329,0.1167
s003,8,7,0.2141,0.2068,-0.0073,0.1704,0.1685,-0.0019,0.1523,0.1555,0.0032,0.2453,0.1494,-0.0959,0.1131,0.3232,0.2101,0.1526,0.222,0.0694,0.1848,0.1479,-0.0369,0.1672,0.1157,-0.0515,0.1249,0.1294,0.0045,0.133,0.2564,0.1234,0.1164
s003,8,8,0.2138,0.1274,-0.0864,0.1537,0.1502,-0.0035,0.15,0.0629,-0.0871,0.2431,0.1879,-0.0552,0.1259,0.3308,0.2049,0.1365,0.2294,0.0929,0.1692,0.0956,-0.0736,0.1671,0.1505,-0.0166,0.1262,0.1492,0.023,0.1299,0.2377,0.1078,0.1114
s003,8,9,0.2019,0.1369,-0.065,0.1597,0.1357,-0.024,0.1188,0.1326,0.0138,0.2244,0.1343,-0.0901,0.1109,0.3132,0.2023,0.1637,0.2252,0.0615,0.1811,0.165,-0.0161,0.1735,0.1041,-0.0694,0.128,0.1512,0.0232,0.1338,0.2506,0.1168,0.1024
s003,8,10,0.2091,0.1287,-0.0804,0.1394,0.1896,0.0502,0.1394,0.1177,-0.0217,0.2746,0.1719,-0.1027,0.1082,0.3305,0.2223,0.1476,0.2149,0.0673,0.164,0.159,-0.005,0.1532,0.1239,-0.0293,0.113,0.1283,0.0153,0.1365,0.2765,0.14,0.119
s004,1,1,0.0937,0.4301,0.3364,0.0961,0.1803,0.0842,0.0808,0.1471,0.0663,0.0808,0.783,0.7022,0.0805,0.6442,0.5637,0.123,0.2574,0.1344,0.062,0.2107,0.1487,0.0855,0.1544,0.0689,0.0874,0.2233,0.1359,0.099,0.3657,0.2667,0.0744
s004,1,2,0.1183,0.6046,0.4863,0.0634,0.1371,0.0737,0.0927,0.1474,0.0547,0.0665,1.1916,1.1251,0.0681,1.1475,1.0794,0.1069,0.2661,0.1592,0.0911,0.1142,0.0231,0.0871,0.1444,0.0573,0.1169,0.2465,0.1296,0.1006,0.4375,0.3369,0.0826
s004,1,3,0.0998,0.2984,0.1986,0.0673,0.1257,0.0584,0.0934,0.1652,0.0718,0.0681,0.6027,0.5346,0.0821,0.882,0.7999,0.1001,0.2231,0.123,0.0766,0.2086,0.132,0.0876,0.1481,0.0605,0.07,0.8577,0.7877,0.0895,0.324,0.2345,0.0747
s004,1,4,0.1027,0.4225,0.3198,0.0858,0.1175,0.0317,0.1048,0.1632,0.0584,0.0942,0.9423,0.8481,0.0832,0.8868,0.8036,0.1008,0.1916,0.0908,0.0879,0.1189,0.031,0.1138,0.1368,0.023,0.0824,0.1639,0.0815,0.0932,0.3406,0.2474,0.0813
s004,1,5,0.1072,0.2763,0.1691,0.095,0.185,0.09,0.1003,0.1365,0.0362,0.0797,0.7217,0.642,0.07,0.8008,0.7308,0.1104,0.226,0.1156,0.0927,0.1646,0.0719,0.1143,0.1413,0.027,0.0911,0.1792,0.0881,0.099,0.2585,0.1595,0.0689
s004,1,6,0.1169,0.2364,0.1195,0.08,0.1885,0.1085,0.1024,0.1418,0.0394,0.0568,1.0714,1.0146,0.062,0.6128,0.5508,0.0975,0.2126,0.1151,0.0821,0.1091,0.027,0.1235,0.131,0.0075,0.0808,0.1584,0.0776,0.0961,0.2823,0.1862,0.0908
s004,1,7,0.1024,0.2287,0.1263,0.0795,0.1574,0.0779,0.1029,0.1407,0.0378,0.071,0.693,0.622,0.0816,0.8266,0.745,0.1233,0.2004,0.0771,0.0861,0.0526,-0.0335,0.0977,0.1783,0.0806,0.08,0.1486,0.0686,0.1029,0.2785,0.1756,0.0776
s004,1,8,0.0995,0.2126,0.1131,0.0842,0.1383,0.0541,0.0993,0.1212,0.0219,0.0792,0.5209,0.4417,0.0684,0.6471,0.5787,0.1078,0.202,0.0942,0.1022,0.1706,0.0684,0.1188,0.1476,0.0288,0.0697,0.1351,0.0654,0.0956,0.2322,0.1366,0.0816
s004,1,9,0.1127,0.2142,0.1015,0.0731,0.1101,0.037,0.0837,0.1376,0.0539,0.0623,0.5573,0.495,0.0774,0.8903,0.8129,0.1022,0.1972,0.095,0.1006,0.1572,0.0566,0.1111,0.1436,0.0325,0.0718,0.1634,0.0916,0.0961,0.2694,0.1733,0.0805
